"Table 13. Tobacco Product Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Tobacco Products include cigarettes, smokeless tobacco (i.e., chewing tobacco or snuff), cigars, or pipe tobacco.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)"
27,Massachusetts,"1,233","1,103","1,373",32,25,41,269,241,299,931,814,"1,060","1,200","1,073","1,338"
28,Michigan,"2,386","2,262","2,513",65,56,75,440,414,466,"1,881","1,763","2,003","2,321","2,198","2,447"
29,Minnesota,"1,196","1,086","1,314",32,26,40,228,207,249,937,834,"1,047","1,164","1,056","1,280"
30,Mississippi,822,755,891,25,21,31,149,136,163,647,585,712,796,731,864
31,Missouri,"1,665","1,531","1,805",50,41,61,304,279,330,"1,311","1,185","1,443","1,615","1,483","1,753"
32,Montana,244,222,267,7,6,9,46,42,50,191,170,212,237,216,260
33,Nebraska,428,391,468,13,11,17,88,80,96,327,293,364,415,378,454
34,Nevada,619,560,683,17,13,21,100,90,111,502,447,562,602,544,664
35,New Hampshire,278,251,306,9,7,11,59,54,65,210,185,236,269,243,297
36,New Jersey,"1,613","1,459","1,779",50,41,62,280,251,310,"1,283","1,139","1,440","1,563","1,411","1,726"
37,New Mexico,450,408,494,13,10,16,91,82,100,346,307,387,437,395,481
38,New York,"3,901","3,676","4,135",85,72,100,698,649,749,"3,118","2,902","3,344","3,816","3,592","4,049"
39,North Carolina,"2,087","1,889","2,298",57,46,70,377,341,414,"1,653","1,470","1,851","2,030","1,836","2,237"
40,North Dakota,181,167,195,5,4,6,45,42,49,130,118,144,176,162,190
41,Ohio,"3,019","2,870","3,173",86,75,99,525,495,555,"2,408","2,266","2,554","2,933","2,785","3,085"
42,Oklahoma,"1,069",983,"1,158",34,27,42,200,184,217,835,755,918,"1,035",951,"1,122"
43,Oregon,852,770,940,25,20,31,146,132,161,680,604,763,827,746,913
44,Pennsylvania,"2,957","2,796","3,125",86,75,98,558,527,590,"2,313","2,160","2,473","2,871","2,712","3,037"
45,Rhode Island,218,195,242,5,4,7,46,41,52,166,146,188,212,190,236
46,South Carolina,"1,147","1,046","1,253",28,22,34,205,186,224,914,821,"1,014","1,119","1,020","1,223"
47,South Dakota,194,177,212,7,5,8,39,35,42,149,134,166,188,171,206
48,Tennessee,"1,598","1,461","1,743",50,41,60,294,267,321,"1,254","1,125","1,392","1,548","1,412","1,690"
49,Texas,"5,092","4,825","5,366",137,117,160,"1,024",961,"1,090","3,931","3,680","4,193","4,955","4,691","5,227"
50,Utah,403,356,455,15,11,20,88,75,102,301,259,348,389,342,439
51,Vermont,141,127,155,4,3,5,30,28,33,106,93,120,136,123,151
52,Virginia,"1,883","1,723","2,051",48,39,59,336,306,367,"1,499","1,350","1,657","1,834","1,678","2,000"
53,Washington,"1,410","1,282","1,547",41,33,50,256,229,284,"1,113",995,"1,240","1,369","1,242","1,504"
54,West Virginia,585,543,629,16,13,19,96,89,104,472,432,514,569,527,612
55,Wisconsin,"1,336","1,215","1,464",42,34,51,243,220,267,"1,051",939,"1,171","1,294","1,176","1,420"
56,Wyoming,151,139,164,5,4,6,28,26,31,118,107,130,146,135,159
