"Table 5. Average Annual Marijuana Initiates, by Age Group and State: Estimated Numbers (in Thousands), Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Average annual number of marijuana initiates = X1 / 2, where X1 is the number of marijuana initiates in the past 24 months. For details, see Section B of the ""2011-2012 NSDUH: Guide to State Tables and Summary of Small Area Estimation Methodology"" at http://www.samhsa.gov/data/. ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
20,Indiana,65,55,76,26,21,32,34,27,42,5,3,8,39,32,48
21,Iowa,28,24,33,11,8,13,15,12,19,3,1,4,18,14,22
22,Kansas,27,23,31,11,9,14,13,11,16,2,1,4,15,13,19
23,Kentucky,33,28,39,14,11,17,16,13,21,3,2,5,19,15,24
24,Louisiana,43,36,50,18,15,22,21,17,26,4,2,6,24,20,30
25,Maine,13,11,16,5,4,7,7,6,9,1,1,2,8,7,10
26,Maryland,55,47,65,25,20,30,26,21,33,5,3,7,31,25,38
27,Massachusetts,70,60,82,27,22,33,37,30,46,6,4,10,43,35,53
28,Michigan,102,92,113,46,40,52,48,41,56,8,5,12,56,48,65
29,Minnesota,42,36,50,18,14,23,20,16,26,4,3,7,24,19,30
30,Mississippi,23,20,28,11,8,13,11,8,14,2,1,3,13,10,16
31,Missouri,55,47,64,23,19,28,27,22,34,5,3,7,32,26,39
32,Montana,8,7,9,3,3,4,4,3,5,1,1,1,4,4,5
33,Nebraska,15,12,17,6,5,8,7,6,9,1,1,2,9,7,11
34,Nevada,26,22,31,11,9,14,12,10,15,3,2,4,15,12,18
35,New Hampshire,14,12,17,6,5,7,7,6,8,1,1,2,8,7,10
36,New Jersey,79,68,92,35,29,43,37,30,45,8,5,12,44,37,53
37,New Mexico,18,15,21,9,7,11,7,5,9,2,1,3,8,7,11
38,New York,186,167,207,72,63,82,93,80,109,21,14,30,114,98,132
39,North Carolina,82,70,95,37,30,46,38,30,47,7,4,11,45,36,55
40,North Dakota,7,6,8,2,2,3,4,3,5,1,0,1,4,3,5
41,Ohio,101,91,113,41,36,48,52,44,61,8,5,12,60,51,70
42,Oklahoma,33,28,39,16,12,20,14,11,18,3,2,5,17,14,22
43,Oregon,37,32,43,17,14,21,17,13,21,4,2,6,20,17,25
44,Pennsylvania,109,97,122,45,38,52,54,47,64,10,7,15,64,55,75
45,Rhode Island,10,9,12,4,3,5,6,5,7,1,1,1,7,5,8
46,South Carolina,43,37,50,20,17,25,19,15,24,4,2,6,22,18,28
47,South Dakota,7,6,8,3,2,4,4,3,4,1,0,1,4,3,5
48,Tennessee,49,41,58,20,16,25,24,19,31,4,3,7,29,23,36
49,Texas,227,204,252,103,90,118,105,90,123,19,13,27,124,106,145
50,Utah,25,21,30,11,8,14,12,9,15,2,1,4,14,11,18
51,Vermont,6,5,7,2,2,3,3,3,4,1,0,1,4,3,5
52,Virginia,73,62,84,27,22,34,39,31,47,7,4,10,45,37,55
53,Washington,66,57,77,29,24,36,30,24,38,7,4,10,37,30,45
54,West Virginia,14,12,16,6,5,7,7,5,8,1,1,2,8,6,10
55,Wisconsin,54,46,64,24,20,30,25,20,32,5,3,8,30,24,37
56,Wyoming,5,4,6,2,2,3,2,2,3,0,0,1,3,2,3
