"Table 1. Illicit Drug Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Illicit Drugs include marijuana/hashish, cocaine (including crack), heroin, hallucinogens, inhalants, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
33,Nebraska,105,88,126,11,8,13,37,31,44,57,44,74,95,78,114
34,Nevada,223,188,264,21,17,26,57,49,67,144,114,181,202,168,241
35,New Hampshire,144,125,165,11,9,13,45,40,51,88,72,106,133,115,153
36,New Jersey,597,507,702,56,45,69,171,147,197,370,294,465,541,455,642
37,New Mexico,189,160,222,17,14,21,49,42,58,122,98,152,172,144,204
38,New York,"1,737","1,588","1,898",136,119,154,494,450,540,"1,108",977,"1,255","1,601","1,456","1,760"
39,North Carolina,704,600,823,67,54,82,202,173,234,435,351,536,637,538,751
40,North Dakota,44,37,52,3,3,4,16,14,19,24,19,30,40,34,48
41,Ohio,847,768,933,76,66,88,253,229,279,517,450,594,770,694,854
42,Oklahoma,266,223,317,25,20,32,85,72,99,156,122,199,241,200,290
43,Oregon,462,400,532,37,30,44,108,94,122,318,263,383,426,366,493
44,Pennsylvania,995,903,"1,097",84,72,97,307,281,336,604,524,696,912,822,"1,010"
45,Rhode Island,131,114,149,9,8,11,41,36,46,81,67,97,121,106,139
46,South Carolina,320,271,378,33,27,40,95,81,112,192,152,242,287,240,343
47,South Dakota,40,33,49,4,3,5,13,11,16,23,17,30,36,29,44
48,Tennessee,393,329,468,38,30,47,118,98,141,237,188,298,355,294,427
49,Texas,"1,629","1,479","1,792",195,170,223,523,474,576,911,788,"1,052","1,434","1,292","1,591"
50,Utah,167,138,200,20,16,25,54,44,65,93,72,119,146,120,178
51,Vermont,79,69,90,6,5,7,24,21,27,49,41,59,73,63,84
52,Virginia,562,479,659,46,37,57,178,153,205,339,271,421,516,436,610
53,Washington,828,724,943,60,50,73,202,176,230,566,475,671,767,666,880
54,West Virginia,123,104,145,9,8,12,36,30,43,78,62,97,114,95,135
55,Wisconsin,401,336,476,42,34,52,123,104,144,236,185,301,359,297,432
56,Wyoming,34,28,40,3,3,4,11,9,13,19,15,25,30,25,37
