"Table 10. Binge Alcohol Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Binge Alcohol Use is defined as drinking five or more drinks on the same occasion (i.e., at the same time or within a couple of hours of each other) on at least 1 day in the past 30 days.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
13,Delaware,179,161,198,4,3,5,41,37,45,134,118,152,175,158,194
14,District of Columbia,190,175,206,2,1,2,46,41,50,143,129,157,188,174,204
15,Florida,"3,506","3,293","3,729",78,66,92,665,627,704,"2,763","2,560","2,977","3,428","3,216","3,649"
16,Georgia,"1,709","1,530","1,902",45,36,57,359,324,395,"1,304","1,144","1,481","1,663","1,487","1,853"
17,Hawaii,279,252,309,6,4,8,59,53,65,215,189,242,273,246,303
18,Idaho,264,237,292,9,7,11,57,51,63,198,174,224,255,229,283
19,Illinois,"2,831","2,676","2,992",57,48,69,571,538,605,"2,202","2,059","2,352","2,774","2,620","2,933"
20,Indiana,"1,184","1,068","1,309",34,27,43,292,264,321,858,753,974,"1,150","1,035","1,274"
21,Iowa,653,594,716,16,12,20,166,152,180,472,418,529,638,578,700
22,Kansas,560,506,619,16,12,20,132,120,144,413,364,466,545,491,602
23,Kentucky,715,636,801,17,14,22,162,145,180,535,464,614,697,620,782
24,Louisiana,902,813,998,25,20,32,176,158,194,701,619,791,877,789,972
25,Maine,261,236,289,6,5,8,54,49,59,200,176,227,255,229,283
26,Maryland,"1,122","1,006","1,248",28,23,36,221,198,246,872,767,988,"1,094",979,"1,218"
27,Massachusetts,"1,390","1,260","1,528",34,27,43,343,312,375,"1,012",895,"1,141","1,355","1,227","1,493"
28,Michigan,"2,054","1,939","2,175",49,42,58,464,437,490,"1,542","1,434","1,655","2,005","1,890","2,125"
29,Minnesota,"1,090",986,"1,201",22,17,28,242,220,264,826,731,929,"1,068",964,"1,178"
30,Mississippi,482,429,539,12,9,16,107,95,119,363,316,415,470,417,526
31,Missouri,"1,261","1,147","1,381",32,25,40,271,246,297,958,855,"1,069","1,229","1,117","1,348"
32,Montana,207,188,228,5,4,6,47,43,51,155,137,175,202,183,223
33,Nebraska,369,333,406,9,7,12,91,82,99,269,237,303,359,324,396
34,Nevada,570,512,632,15,12,19,107,96,118,448,395,506,555,497,617
35,New Hampshire,282,256,310,7,6,9,65,59,70,210,186,236,275,249,302
36,New Jersey,"1,692","1,525","1,871",56,45,69,341,310,372,"1,295","1,140","1,463","1,635","1,470","1,813"
37,New Mexico,417,376,460,10,8,13,85,77,94,321,284,361,407,366,449
38,New York,"3,971","3,747","4,206",97,84,113,851,799,904,"3,023","2,813","3,244","3,874","3,651","4,107"
39,North Carolina,"1,657","1,485","1,844",43,34,54,346,310,384,"1,268","1,111","1,441","1,614","1,443","1,799"
40,North Dakota,168,155,183,4,3,4,49,46,53,116,103,129,165,151,179
41,Ohio,"2,446","2,308","2,589",58,49,68,513,484,543,"1,875","1,746","2,011","2,388","2,251","2,531"
42,Oklahoma,751,676,832,19,14,24,160,144,177,572,504,647,733,658,813
43,Oregon,740,666,820,22,17,27,164,149,180,555,487,629,719,645,797
44,Pennsylvania,"2,643","2,490","2,803",65,56,75,589,558,620,"1,990","1,845","2,143","2,579","2,427","2,737"
45,Rhode Island,226,204,249,4,3,6,56,51,62,165,146,186,221,200,244
46,South Carolina,873,789,964,20,16,25,188,169,208,666,589,750,854,770,944
47,South Dakota,176,161,193,4,3,5,42,38,45,130,116,146,172,156,189
48,Tennessee,975,866,"1,095",26,20,33,218,192,246,731,634,839,949,840,"1,068"
49,Texas,"4,782","4,516","5,058",135,115,158,"1,037",974,"1,101","3,610","3,366","3,867","4,647","4,384","4,922"
50,Utah,363,319,411,15,11,20,97,84,112,251,213,294,348,305,396
51,Vermont,127,114,140,3,3,4,35,32,38,89,78,101,123,111,137
52,Virginia,"1,578","1,436","1,730",36,28,45,369,335,403,"1,174","1,046","1,313","1,543","1,402","1,693"
53,Washington,"1,187","1,071","1,312",30,23,38,264,237,293,893,790,"1,007","1,158","1,043","1,281"
54,West Virginia,307,275,341,8,6,10,70,63,78,228,200,260,298,267,332
55,Wisconsin,"1,440","1,305","1,581",32,25,40,311,285,337,"1,096",973,"1,229","1,408","1,274","1,549"
56,Wyoming,120,110,132,3,3,4,28,25,30,89,80,100,117,106,128
