"Table 15. Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
44,Pennsylvania,"7,488","7,320","7,652",593,571,615,869,837,900,"6,026","5,865","6,181","6,895","6,730","7,055"
45,Rhode Island,666,644,687,50,47,53,93,88,97,523,502,542,616,594,636
46,South Carolina,"2,606","2,500","2,708",233,219,247,326,308,344,"2,046","1,947","2,141","2,372","2,269","2,471"
47,South Dakota,456,438,473,44,41,46,59,55,62,354,337,370,412,395,429
48,Tennessee,"3,643","3,504","3,778",321,301,339,443,417,467,"2,880","2,750","3,004","3,322","3,186","3,453"
49,Texas,"15,238","14,942","15,527","1,519","1,468","1,568","2,055","1,994","2,114","11,664","11,388","11,931","13,719","13,431","13,998"
50,Utah,"1,680","1,625","1,731",201,190,211,263,250,275,"1,216","1,167","1,261","1,479","1,427","1,528"
51,Vermont,392,378,405,30,28,31,49,46,51,314,301,325,362,349,375
52,Virginia,"4,867","4,700","5,025",418,396,438,584,553,614,"3,865","3,711","4,009","4,449","4,286","4,603"
53,Washington,"4,179","4,034","4,316",347,326,367,472,444,498,"3,360","3,228","3,483","3,832","3,692","3,963"
54,West Virginia,"1,003",962,"1,043",81,76,85,113,106,120,810,771,847,923,883,962
55,Wisconsin,"3,370","3,247","3,487",308,292,323,405,382,427,"2,657","2,542","2,765","3,062","2,941","3,177"
56,Wyoming,322,309,333,27,25,29,39,37,41,255,244,266,294,282,306
