"Table 18. Illicit Drug Dependence or Abuse in the Past Year, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Illicit Drugs include marijuana/hashish, cocaine (including crack), heroin, hallucinogens, inhalants, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. ",,,,,,,,,,,,,,,,
NOTE: Dependence or abuse is based on definitions found in the 4th edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV).,,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
19,Illinois,267,230,311,35,29,43,98,83,114,134,105,172,232,196,274
20,Indiana,155,124,192,16,12,22,61,48,77,77,55,109,138,109,176
21,Iowa,56,44,71,7,5,10,22,17,28,27,18,39,49,37,64
22,Kansas,55,43,71,8,6,11,19,15,25,28,19,41,47,36,62
23,Kentucky,96,76,122,10,7,13,31,25,40,55,40,77,87,67,111
24,Louisiana,112,88,142,13,10,18,36,28,45,63,44,88,98,76,128
25,Maine,30,24,38,3,2,4,10,8,13,17,12,24,27,21,35
26,Maryland,140,111,175,17,13,23,52,41,66,71,49,101,122,95,158
27,Massachusetts,173,138,217,18,13,23,65,52,82,90,64,127,156,122,199
28,Michigan,205,174,242,26,21,32,67,56,79,112,86,146,179,149,215
29,Minnesota,107,84,136,12,9,17,38,30,48,57,39,82,95,73,123
30,Mississippi,65,51,83,8,6,10,22,17,28,36,25,52,58,44,75
31,Missouri,129,102,163,14,11,19,50,39,64,65,46,92,115,89,148
32,Montana,18,14,23,2,2,3,7,5,9,9,6,13,16,12,21
33,Nebraska,37,30,47,5,4,7,14,11,18,18,13,26,32,25,41
34,Nevada,62,49,78,9,7,12,20,16,26,33,23,47,53,41,69
35,New Hampshire,32,25,40,4,3,5,12,9,15,16,11,23,28,22,36
36,New Jersey,178,142,222,22,17,28,64,51,80,92,65,129,156,122,199
37,New Mexico,51,40,66,7,5,9,14,11,18,31,22,43,45,34,59
38,New York,483,416,561,47,38,59,159,135,186,278,221,348,436,371,513
39,North Carolina,229,186,282,28,21,37,75,60,94,126,93,171,202,161,253
40,North Dakota,14,11,18,1,1,2,6,5,8,6,4,9,12,9,16
41,Ohio,267,230,310,28,23,35,89,76,105,149,119,188,239,203,281
42,Oklahoma,74,57,95,9,7,13,27,21,36,37,25,55,65,49,85
43,Oregon,99,79,124,13,10,17,32,26,40,54,38,75,86,67,110
44,Pennsylvania,297,256,345,28,23,35,105,90,122,164,130,208,269,229,316
45,Rhode Island,30,24,38,3,2,4,11,8,14,17,12,23,27,21,35
46,South Carolina,102,81,128,12,9,15,35,28,45,55,39,77,90,70,116
47,South Dakota,15,12,19,2,1,3,6,4,8,7,5,11,13,10,17
48,Tennessee,125,98,158,17,13,22,41,32,53,67,47,96,108,83,141
49,Texas,464,397,543,78,63,96,163,137,193,224,171,291,387,323,462
50,Utah,61,49,76,10,8,13,23,18,30,28,20,40,51,40,66
51,Vermont,17,13,21,2,1,2,7,5,8,9,6,12,15,12,19
52,Virginia,171,138,211,18,14,24,65,52,81,88,64,120,153,121,193
53,Washington,159,127,197,20,15,26,52,41,66,87,63,119,139,109,177
54,West Virginia,46,37,59,4,3,6,14,11,18,28,20,39,42,33,54
55,Wisconsin,126,100,159,17,13,23,43,33,55,66,46,93,109,84,141
56,Wyoming,11,8,13,2,1,2,4,3,5,5,4,8,9,7,12
