"Table 14. Cigarette Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
22,Kansas,518,467,573,13,10,17,97,85,109,408,361,460,505,455,559
23,Kentucky,"1,049",958,"1,145",28,22,34,175,158,193,846,760,938,"1,021",931,"1,116"
24,Louisiana,939,854,"1,029",26,21,33,178,159,197,735,654,822,913,828,"1,002"
25,Maine,254,229,281,6,5,7,39,35,44,209,185,235,248,223,275
26,Maryland,907,803,"1,022",19,15,25,164,143,187,724,628,831,888,785,"1,002"
27,Massachusetts,"1,001",888,"1,126",23,17,29,215,189,244,763,659,881,979,866,"1,102"
28,Michigan,"2,027","1,911","2,147",45,38,53,355,330,381,"1,627","1,515","1,744","1,981","1,867","2,101"
29,Minnesota,938,843,"1,041",23,18,30,178,157,200,737,649,833,915,820,"1,017"
30,Mississippi,669,608,732,17,13,21,123,110,136,529,472,590,652,592,715
31,Missouri,"1,411","1,286","1,543",38,30,48,256,230,282,"1,117",999,"1,244","1,373","1,249","1,504"
32,Montana,185,166,206,5,4,6,34,30,38,146,128,166,180,162,201
33,Nebraska,350,316,386,9,7,12,65,57,72,276,244,310,340,306,376
34,Nevada,538,483,598,12,9,15,87,77,99,439,386,496,526,471,586
35,New Hampshire,223,200,247,7,5,8,46,41,51,170,149,193,216,194,240
36,New Jersey,"1,336","1,190","1,496",34,26,43,230,201,261,"1,073",937,"1,223","1,302","1,158","1,460"
37,New Mexico,376,338,419,9,7,12,78,70,87,289,252,329,367,328,408
38,New York,"3,292","3,083","3,512",63,52,75,588,541,637,"2,642","2,442","2,854","3,230","3,021","3,448"
39,North Carolina,"1,755","1,588","1,934",43,34,54,304,271,340,"1,408","1,250","1,580","1,712","1,547","1,889"
40,North Dakota,147,134,161,4,3,5,35,31,38,109,97,121,143,130,157
41,Ohio,"2,513","2,372","2,660",59,51,69,413,384,443,"2,041","1,906","2,182","2,454","2,314","2,599"
42,Oklahoma,868,789,950,23,18,29,159,142,176,686,614,764,845,768,926
43,Oregon,660,588,738,18,14,23,117,103,133,525,458,598,642,571,719
44,Pennsylvania,"2,437","2,287","2,595",62,53,72,452,422,484,"1,923","1,778","2,076","2,375","2,226","2,532"
45,Rhode Island,181,161,202,4,3,5,37,32,42,141,123,160,177,158,198
46,South Carolina,958,872,"1,049",19,15,24,169,150,188,770,690,856,938,854,"1,028"
47,South Dakota,158,142,174,5,4,6,30,27,34,123,108,138,153,138,169
48,Tennessee,"1,240","1,122","1,367",33,26,41,229,203,257,978,868,"1,097","1,207","1,090","1,332"
49,Texas,"4,344","4,092","4,606",100,83,120,862,801,925,"3,383","3,144","3,635","4,245","3,995","4,504"
50,Utah,354,309,403,13,9,18,78,65,91,264,225,308,342,298,390
51,Vermont,115,104,128,3,2,4,24,21,27,88,77,100,112,101,125
52,Virginia,"1,543","1,397","1,700",31,24,39,273,242,306,"1,240","1,103","1,388","1,512","1,367","1,667"
53,Washington,"1,160","1,041","1,288",30,23,38,207,181,235,923,812,"1,045","1,130","1,013","1,257"
54,West Virginia,481,442,521,11,8,13,77,69,85,393,356,432,470,432,510
55,Wisconsin,"1,076",967,"1,193",32,25,39,195,172,219,849,748,961,"1,044",936,"1,160"
56,Wyoming,118,107,130,4,3,5,21,19,24,93,82,104,114,103,126
