"Table 6. Illicit Drug Use Other Than Marijuana in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2013 and 2014 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Illicit Drugs Other Than Marijuana include cocaine (including crack), heroin, hallucinogens, inhalants, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2013 and 2014.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
23,Kentucky,115,90,147,9,6,12,33,25,43,73,52,102,106,82,137
24,Louisiana,138,108,177,14,10,20,34,26,44,90,65,125,124,95,161
25,Maine,33,25,43,3,2,4,9,7,12,21,15,30,30,23,40
26,Maryland,175,135,225,17,13,23,39,30,51,118,85,164,157,120,206
27,Massachusetts,160,121,211,12,9,18,48,36,64,99,68,144,147,110,197
28,Michigan,263,225,307,24,19,30,76,63,91,163,132,201,239,203,282
29,Minnesota,127,99,164,12,9,16,37,29,48,78,55,111,116,88,151
30,Mississippi,95,74,121,12,9,16,22,16,28,62,44,85,83,64,108
31,Missouri,146,114,187,13,9,19,47,36,61,86,61,122,133,102,172
32,Montana,20,15,26,2,1,3,6,5,8,11,8,17,18,13,24
33,Nebraska,35,26,47,4,3,5,10,8,14,21,14,31,31,23,43
34,Nevada,74,57,96,8,6,11,17,13,23,48,35,68,66,50,86
35,New Hampshire,42,33,53,3,2,4,16,13,20,23,16,33,39,31,50
36,New Jersey,205,158,266,18,13,26,56,43,72,131,92,186,187,142,245
37,New Mexico,59,45,77,6,4,8,14,11,19,39,28,56,54,40,71
38,New York,566,483,663,43,35,54,138,116,165,385,312,474,523,443,617
39,North Carolina,276,219,348,27,20,36,77,61,97,172,125,236,249,195,317
40,North Dakota,17,14,22,1,1,2,6,4,7,10,7,14,16,12,21
41,Ohio,299,256,350,29,23,36,84,71,100,186,150,231,270,229,319
42,Oklahoma,118,92,152,12,8,17,34,26,44,73,52,102,106,82,138
43,Oregon,120,93,155,11,8,15,28,22,37,81,58,112,109,83,143
44,Pennsylvania,345,295,402,28,23,36,92,78,109,224,181,277,316,269,372
45,Rhode Island,33,26,43,3,2,3,9,7,12,21,15,30,31,23,40
46,South Carolina,112,84,150,14,10,19,27,20,37,71,49,104,99,72,134
47,South Dakota,15,11,20,2,1,2,5,3,6,9,6,13,13,10,18
48,Tennessee,152,117,197,15,11,21,45,34,59,92,65,131,137,104,180
49,Texas,589,506,685,84,68,102,163,135,195,343,275,427,506,428,597
50,Utah,68,52,89,8,6,12,20,15,27,39,27,57,59,44,79
51,Vermont,20,16,25,1,1,2,6,5,8,12,9,17,19,15,24
52,Virginia,194,151,249,19,14,25,49,37,64,126,91,175,175,134,228
53,Washington,226,178,286,18,13,25,57,44,73,151,112,205,208,163,266
54,West Virginia,47,36,60,4,3,5,13,10,17,30,21,42,43,33,56
55,Wisconsin,167,129,215,17,12,24,46,35,60,103,73,146,149,113,196
56,Wyoming,10,7,14,1,1,2,3,2,4,6,4,9,9,6,13
