"Table 12. Pain Reliever Misuse in the Past Year, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Misuse of prescription psychotherapeutics is defined as use in any way not directed by a doctor, including use without a prescription of one's own; use in greater amounts, more often, or longer than told; or use in any other way not directed by a doctor. Prescription psychotherapeutics do not include over-the-counter drugs.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
18,Idaho,59,49,71,5,4,7,13,10,16,41,32,52,54,44,65
19,Illinois,396,345,454,33,26,41,96,81,114,267,221,322,363,314,420
20,Indiana,266,224,316,20,14,27,65,53,81,181,144,227,247,206,295
21,Iowa,110,91,132,8,6,10,27,22,34,75,58,95,102,84,124
22,Kansas,109,91,129,9,6,11,24,20,30,76,61,95,100,83,120
23,Kentucky,160,133,193,12,9,16,35,28,43,114,90,145,149,123,181
24,Louisiana,158,131,191,11,8,15,34,27,42,113,89,145,147,121,179
25,Maine,45,37,55,2,2,3,9,7,11,34,26,43,43,35,53
26,Maryland,197,164,236,14,10,19,45,36,55,138,109,175,183,151,221
27,Massachusetts,212,172,260,13,9,17,48,38,61,151,116,196,199,161,247
28,Michigan,369,322,421,27,21,34,78,66,92,264,221,313,342,297,393
29,Minnesota,194,161,234,14,10,18,37,29,46,144,114,181,180,148,219
30,Mississippi,104,87,124,10,8,14,24,19,30,70,55,88,93,77,113
31,Missouri,219,183,262,16,12,22,46,37,57,156,124,196,202,168,244
32,Montana,40,33,48,3,2,3,9,7,11,28,22,36,37,31,45
33,Nebraska,59,48,72,5,3,6,15,12,19,39,30,51,54,44,67
34,Nevada,123,101,149,9,6,12,23,18,29,92,72,116,115,93,140
35,New Hampshire,49,41,59,3,2,4,10,8,12,36,28,45,46,38,56
36,New Jersey,271,227,323,17,12,23,58,47,72,196,156,244,254,211,304
37,New Mexico,72,59,86,6,4,7,17,14,21,49,38,63,66,54,80
38,New York,577,498,667,35,26,46,133,112,158,409,337,494,542,466,631
39,North Carolina,363,309,427,28,22,37,80,65,97,255,206,315,335,282,397
40,North Dakota,25,21,30,2,1,2,7,5,8,17,13,21,23,19,28
41,Ohio,456,400,519,31,25,39,97,82,114,327,276,387,424,370,486
42,Oklahoma,140,117,168,12,9,16,35,28,43,94,73,120,128,106,155
43,Oregon,187,157,223,11,8,15,36,29,44,141,113,175,177,147,212
44,Pennsylvania,460,399,531,25,19,33,95,80,113,340,283,408,435,375,505
45,Rhode Island,42,35,50,2,2,3,9,8,12,30,24,38,39,32,47
46,South Carolina,180,151,215,14,10,19,42,34,51,124,98,156,166,138,199
47,South Dakota,32,26,38,2,2,3,7,6,9,22,17,28,29,24,35
48,Tennessee,233,194,278,17,13,23,56,45,69,160,126,202,216,178,260
49,Texas,912,812,"1,025",82,66,102,214,184,249,616,527,719,830,733,939
50,Utah,113,96,134,10,8,14,29,24,36,73,59,92,103,86,122
51,Vermont,23,19,28,1,1,2,6,5,7,16,12,20,22,18,26
52,Virginia,269,228,318,20,15,26,62,51,75,188,151,233,249,209,297
53,Washington,303,252,364,18,14,25,52,41,64,233,185,292,284,235,344
54,West Virginia,63,52,76,4,3,5,13,10,16,46,36,59,59,49,72
55,Wisconsin,187,154,227,14,10,18,46,37,57,127,99,164,173,142,212
56,Wyoming,20,17,24,1,1,2,4,4,5,14,11,18,19,15,23
