"Table 1. Illicit Drug Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Illicit Drug Use includes the misuse of prescription psychotherapeutics or the use of marijuana, cocaine (including crack), heroin, hallucinogens, inhalants, or methamphetamine. Misuse of prescription psychotherapeutics is defined as use in any way not directed by a doctor, including use without a prescription of one's own; use in greater amounts, more often, or longer than told; or use in any other way not directed by a doctor. Prescription psychotherapeutics do not include over-the-counter drugs.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
18,Idaho,125,107,147,11,9,14,31,26,37,83,67,102,114,96,134
19,Illinois,"1,076",973,"1,189",84,71,99,348,312,386,644,554,748,992,892,"1,102"
20,Indiana,621,539,714,41,33,51,176,151,204,404,333,488,580,501,670
21,Iowa,212,180,248,15,12,19,70,59,82,126,100,159,196,166,232
22,Kansas,197,166,234,16,13,20,57,47,68,124,98,156,181,151,216
23,Kentucky,336,285,395,25,20,31,87,73,104,223,179,277,310,261,368
24,Louisiana,356,303,417,25,20,32,103,87,121,228,182,283,331,280,390
25,Maine,189,167,214,10,8,12,45,39,51,134,113,158,179,157,204
26,Maryland,599,523,685,41,33,51,172,149,197,386,320,464,558,485,642
27,Massachusetts,940,830,"1,063",53,43,64,265,232,300,623,526,735,888,779,"1,007"
28,Michigan,"1,129","1,034","1,230",72,63,84,292,264,321,765,679,860,"1,056",964,"1,156"
29,Minnesota,422,364,489,31,25,39,120,101,141,271,221,330,391,335,455
30,Mississippi,227,193,265,17,14,21,61,51,74,148,120,183,210,177,247
31,Missouri,526,457,605,39,31,48,134,113,157,354,294,425,488,421,564
32,Montana,126,111,143,8,6,9,30,26,34,88,75,104,118,103,135
33,Nebraska,141,121,165,10,8,13,47,40,55,84,67,105,131,111,154
34,Nevada,332,289,382,23,19,28,79,68,91,230,192,275,309,267,357
35,New Hampshire,165,146,187,9,8,11,46,40,52,110,92,130,156,137,177
36,New Jersey,641,558,735,44,35,56,223,194,255,373,302,460,597,516,688
37,New Mexico,233,203,267,18,15,22,59,50,68,156,130,187,215,186,248
38,New York,"1,858","1,710","2,016",110,95,128,540,493,590,"1,208","1,072","1,359","1,747","1,603","1,903"
39,North Carolina,828,729,940,60,50,72,221,192,253,547,459,652,768,671,878
40,North Dakota,47,40,56,3,3,4,16,13,19,28,22,36,44,37,53
41,Ohio,990,897,"1,093",68,57,80,279,250,309,644,560,740,923,831,"1,023"
42,Oklahoma,270,230,316,22,18,28,84,70,100,164,131,205,248,209,293
43,Oregon,732,660,810,34,28,42,150,134,168,547,480,621,698,627,774
44,Pennsylvania,"1,102",996,"1,218",62,52,74,315,285,349,724,628,834,"1,040",936,"1,154"
45,Rhode Island,159,140,179,9,7,11,42,37,47,108,92,126,150,132,169
46,South Carolina,348,296,409,29,23,36,107,91,125,213,168,268,319,269,378
47,South Dakota,60,51,71,5,4,6,19,16,23,36,29,46,55,47,66
48,Tennessee,538,460,628,38,30,48,158,133,185,342,276,423,500,424,587
49,Texas,"1,736","1,569","1,917",151,129,178,530,474,591,"1,054",909,"1,221","1,584","1,423","1,760"
50,Utah,196,167,228,18,14,23,67,55,80,111,89,138,178,150,208
51,Vermont,105,94,118,5,4,6,30,26,34,70,60,82,100,89,113
52,Virginia,575,503,657,42,35,52,182,159,208,350,289,424,533,463,612
53,Washington,"1,034",916,"1,166",56,46,69,204,177,234,774,664,898,978,862,"1,108"
54,West Virginia,140,119,163,8,7,11,35,29,41,96,78,118,131,111,154
55,Wisconsin,445,380,520,31,25,39,136,114,160,278,223,345,414,351,487
56,Wyoming,41,35,49,3,3,4,11,9,13,27,22,34,38,32,46
