"Table 18. Cigarette Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
23,Kentucky,984,902,"1,072",20,16,25,147,130,167,817,740,898,964,882,"1,051"
24,Louisiana,917,839,"1,000",16,12,20,133,116,152,768,695,845,901,824,983
25,Maine,233,209,259,6,4,7,34,30,39,193,170,218,228,204,253
26,Maryland,792,705,888,12,9,16,121,102,141,659,578,750,780,694,875
27,Massachusetts,973,865,"1,093",13,10,17,167,142,196,793,692,906,961,852,"1,079"
28,Michigan,"1,823","1,704","1,948",28,23,35,259,235,285,"1,536","1,420","1,657","1,795","1,676","1,919"
29,Minnesota,845,763,934,16,13,21,149,129,170,680,602,765,829,747,917
30,Mississippi,601,549,656,11,9,15,86,75,98,503,454,556,589,538,644
31,Missouri,"1,084",984,"1,191",24,19,31,155,133,180,904,810,"1,006","1,060",961,"1,166"
32,Montana,180,163,198,4,4,6,31,28,36,144,129,161,176,159,194
33,Nebraska,326,295,358,6,4,7,56,49,64,264,236,294,320,289,352
34,Nevada,484,433,538,6,5,8,64,54,75,414,366,466,477,427,532
35,New Hampshire,205,182,229,5,4,6,36,31,42,164,143,187,200,178,224
36,New Jersey,"1,264","1,144","1,394",17,13,23,214,187,243,"1,033",921,"1,156","1,247","1,127","1,376"
37,New Mexico,346,311,384,5,3,6,56,48,65,286,253,321,342,307,379
38,New York,"2,715","2,532","2,909",34,27,42,416,373,463,"2,265","2,090","2,453","2,682","2,499","2,874"
39,North Carolina,"1,705","1,569","1,850",27,22,34,268,238,300,"1,410","1,281","1,548","1,677","1,542","1,821"
40,North Dakota,125,113,138,3,2,3,25,22,28,97,86,109,122,110,135
41,Ohio,"2,234","2,095","2,380",42,35,51,340,310,372,"1,851","1,718","1,991","2,192","2,053","2,337"
42,Oklahoma,734,667,806,14,11,18,113,98,129,608,545,674,720,654,791
43,Oregon,654,590,724,11,8,14,111,97,126,532,471,599,643,579,713
44,Pennsylvania,"2,230","2,078","2,391",34,28,42,336,306,369,"1,859","1,714","2,014","2,196","2,044","2,356"
45,Rhode Island,160,143,179,2,2,3,27,23,32,131,115,149,158,141,177
46,South Carolina,910,829,997,16,13,21,128,112,146,766,688,849,894,813,980
47,South Dakota,159,144,174,4,3,5,27,24,31,127,114,142,154,140,169
48,Tennessee,"1,307","1,196","1,426",24,19,31,191,166,219,"1,092",986,"1,204","1,283","1,173","1,401"
49,Texas,"4,163","3,913","4,423",59,47,73,691,629,756,"3,414","3,178","3,663","4,105","3,856","4,363"
50,Utah,324,288,364,8,6,11,70,58,83,247,215,282,316,280,355
51,Vermont,112,100,124,2,2,3,25,22,28,84,74,96,109,98,121
52,Virginia,"1,190","1,089","1,299",21,17,27,209,186,233,960,866,"1,063","1,169","1,068","1,277"
53,Washington,"1,012",905,"1,130",18,14,23,163,139,189,831,732,941,994,887,"1,111"
54,West Virginia,464,426,505,8,6,10,61,54,68,395,359,434,456,418,496
55,Wisconsin,987,888,"1,094",17,13,22,147,126,170,823,729,925,970,871,"1,076"
56,Wyoming,96,86,106,2,2,3,17,15,20,76,68,86,94,84,103
