"Table 23. Substance Use Disorder in the Past Year, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs",,,,,,,,,,,,,,,,
NOTE: Substance Use Disorder is defined as meeting criteria for illicit drug or alcohol dependence or abuse. Dependence or abuse is based on definitions found in the 4th edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV).,,,,,,,,,,,,,,,,
"NOTE: Illicit Drug Use includes the misuse of prescription psychotherapeutics or the use of marijuana, cocaine (including crack), heroin, hallucinogens, inhalants, or methamphetamine. Misuse of prescription psychotherapeutics is defined as use in any way not directed by a doctor, including use without a prescription of one's own; use in greater amounts, more often, or longer than told; or use in any other way not directed by a doctor. Prescription psychotherapeutics do not include over-the-counter drugs.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
21,Iowa,228,196,264,10,8,13,62,52,73,156,129,188,218,187,254
22,Kansas,164,140,192,10,8,12,46,38,55,109,89,134,155,131,182
23,Kentucky,263,222,311,12,9,16,64,53,78,186,150,230,251,210,298
24,Louisiana,307,263,359,14,11,18,70,58,84,223,184,270,293,249,344
25,Maine,93,79,110,4,3,6,20,17,24,69,56,85,89,75,106
26,Maryland,378,323,441,16,12,20,103,86,122,260,212,317,362,309,425
27,Massachusetts,567,484,661,21,16,27,158,133,186,388,317,474,546,465,639
28,Michigan,637,571,711,30,24,37,159,140,181,448,388,517,608,542,680
29,Minnesota,311,264,367,18,14,24,85,71,102,207,167,256,293,246,347
30,Mississippi,158,132,188,9,6,11,42,34,51,107,86,134,149,124,179
31,Missouri,371,314,436,17,13,23,84,69,103,269,219,328,353,298,418
32,Montana,79,68,91,5,4,6,20,17,23,54,45,66,74,64,86
33,Nebraska,120,103,140,6,5,8,34,29,41,80,65,97,114,97,133
34,Nevada,199,169,234,12,9,15,53,45,64,134,108,166,187,158,222
35,New Hampshire,96,83,111,4,3,5,28,23,32,65,53,78,92,79,107
36,New Jersey,472,405,549,23,18,30,141,118,166,308,252,376,449,384,525
37,New Mexico,138,118,161,10,8,13,37,31,44,91,74,112,128,109,151
38,New York,"1,295","1,174","1,428",57,47,69,327,290,368,911,801,"1,035","1,238","1,119","1,370"
39,North Carolina,532,457,619,29,22,36,128,107,153,375,310,453,504,430,588
40,North Dakota,51,43,59,2,2,3,15,12,18,34,28,41,49,41,57
41,Ohio,749,671,835,36,29,44,194,172,218,519,449,599,713,637,797
42,Oklahoma,238,202,281,14,11,18,59,49,71,166,134,203,225,189,266
43,Oregon,329,282,382,16,12,20,72,61,84,241,199,292,313,267,366
44,Pennsylvania,746,665,837,29,24,37,202,178,229,515,442,599,717,637,806
45,Rhode Island,77,66,89,3,3,4,22,18,26,51,42,62,73,62,85
46,South Carolina,313,267,368,15,12,20,85,72,101,213,173,262,298,253,352
47,South Dakota,65,55,75,4,3,5,16,13,19,45,37,54,61,52,71
48,Tennessee,372,317,437,20,15,25,98,81,118,254,207,311,353,298,416
49,Texas,"1,394","1,255","1,546",88,72,107,421,370,477,886,767,"1,022","1,307","1,171","1,455"
50,Utah,165,141,193,12,9,15,49,39,60,105,86,127,153,130,180
51,Vermont,52,45,61,2,2,3,17,14,20,33,27,41,50,43,59
52,Virginia,518,450,595,23,18,29,141,122,163,354,295,423,495,429,571
53,Washington,525,449,613,28,22,36,114,95,136,383,316,462,497,423,584
54,West Virginia,98,82,116,6,4,7,25,21,30,67,54,83,92,77,110
55,Wisconsin,397,337,465,19,15,24,104,87,124,273,222,335,378,320,445
56,Wyoming,37,32,44,2,2,3,9,7,10,26,22,32,35,30,41
