"Table 15. Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
31,Missouri,"2,070","1,944","2,198",192,175,211,217,194,241,"1,661","1,546","1,778","1,878","1,756","2,002"
32,Montana,316,294,338,27,24,30,30,26,34,259,238,280,289,267,311
33,Nebraska,613,574,651,59,54,65,66,59,74,488,452,524,553,516,591
34,Nevada,"1,144","1,077","1,212",104,95,113,127,115,139,914,852,977,"1,041",975,"1,107"
35,New Hampshire,439,410,470,36,33,39,41,36,46,362,335,391,404,375,433
36,New Jersey,"3,552","3,369","3,737",315,291,340,327,298,357,"2,910","2,738","3,082","3,237","3,058","3,416"
37,New Mexico,825,780,871,72,66,78,91,83,100,662,620,704,753,710,797
38,New York,"7,613","7,346","7,881",654,621,687,802,752,854,"6,157","5,904","6,411","6,959","6,697","7,222"
39,North Carolina,"3,841","3,654","4,030",359,333,385,421,388,455,"3,062","2,888","3,237","3,482","3,301","3,665"
40,North Dakota,229,214,244,19,18,21,28,25,31,181,168,195,209,195,224
41,Ohio,"4,106","3,933","4,282",378,356,402,417,386,449,"3,311","3,147","3,477","3,728","3,558","3,900"
42,Oklahoma,"1,429","1,346","1,513",136,124,148,165,149,181,"1,129","1,052","1,206","1,293","1,213","1,375"
43,Oregon,"1,441","1,354","1,530",112,101,123,129,115,143,"1,201","1,120","1,283","1,329","1,245","1,416"
44,Pennsylvania,"4,341","4,151","4,534",380,356,405,440,407,474,"3,521","3,340","3,705","3,961","3,774","4,150"
45,Rhode Island,360,336,384,31,28,33,44,39,49,285,263,308,329,306,353
46,South Carolina,"1,837","1,726","1,949",157,143,171,193,175,212,"1,487","1,384","1,590","1,680","1,572","1,789"
47,South Dakota,265,248,282,25,23,27,27,24,31,212,197,229,240,223,257
48,Tennessee,"2,620","2,471","2,769",229,210,249,270,244,297,"2,120","1,983","2,258","2,390","2,246","2,535"
49,Texas,"11,149","10,818","11,478","1,144","1,087","1,201","1,364","1,289","1,440","8,640","8,334","8,946","10,004","9,684","10,324"
50,Utah,"1,160","1,099","1,221",148,136,161,168,151,185,844,791,897,"1,012",954,"1,070"
51,Vermont,201,188,216,16,14,17,20,18,23,165,153,179,186,172,199
52,Virginia,"3,039","2,892","3,187",276,256,297,310,284,336,"2,454","2,316","2,593","2,763","2,620","2,908"
53,Washington,"2,450","2,293","2,609",195,175,215,250,222,279,"2,005","1,859","2,154","2,255","2,103","2,409"
54,West Virginia,667,627,708,48,43,53,64,57,71,555,517,593,619,579,659
55,Wisconsin,"1,756","1,630","1,886",158,142,174,178,157,200,"1,421","1,303","1,543","1,599","1,476","1,725"
56,Wyoming,203,191,216,18,16,20,21,19,24,164,152,176,186,173,198
