"Table 4. Perceptions of Great Risk from Smoking Marijuana Once a Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2016 and 2017 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2016 and 2017.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
12,Connecticut,674,599,754,62,53,72,41,33,50,572,504,646,612,541,688
13,Delaware,196,176,218,16,14,19,12,10,14,168,150,188,180,161,201
14,District of Columbia,99,87,112,6,5,7,7,6,9,85,74,98,93,81,105
15,Florida,"5,453","5,179","5,729",360,333,388,281,250,314,"4,812","4,553","5,078","5,093","4,826","5,362"
16,Georgia,"2,748","2,571","2,928",283,256,312,167,143,193,"2,298","2,133","2,469","2,465","2,294","2,639"
17,Hawaii,342,311,375,23,20,26,18,14,21,302,272,333,319,289,351
18,Idaho,370,338,403,43,38,49,24,19,28,303,274,333,326,296,358
19,Illinois,"2,692","2,517","2,871",235,213,259,166,142,192,"2,291","2,125","2,464","2,457","2,286","2,632"
20,Indiana,"1,413","1,279","1,554",146,127,166,88,71,108,"1,179","1,058","1,309","1,267","1,140","1,401"
21,Iowa,612,552,676,62,54,71,42,34,52,508,453,567,550,493,611
22,Kansas,582,526,641,63,55,72,40,33,48,479,429,533,519,466,575
23,Kentucky,"1,029",938,"1,123",97,86,109,59,49,72,873,789,961,932,845,"1,023"
24,Louisiana,"1,115","1,025","1,210",101,89,115,72,60,87,942,858,"1,030","1,014",927,"1,104"
25,Maine,209,184,237,17,15,20,10,8,12,182,158,209,192,167,219
26,Maryland,"1,268","1,147","1,395",119,103,136,77,64,93,"1,071",961,"1,190","1,149","1,034","1,269"
27,Massachusetts,"1,153","1,020","1,296",99,84,115,72,57,89,983,861,"1,116","1,054",928,"1,191"
28,Michigan,"1,845","1,712","1,983",181,164,199,108,92,126,"1,556","1,431","1,689","1,664","1,535","1,798"
29,Minnesota,892,797,994,94,81,108,50,40,62,748,662,843,798,708,895
30,Mississippi,859,792,928,79,70,88,70,59,82,711,649,775,780,715,847
31,Missouri,"1,254","1,139","1,375",124,108,141,77,62,94,"1,054",949,"1,165","1,130","1,021","1,246"
32,Montana,178,160,198,16,13,18,10,8,13,153,135,171,163,145,182
33,Nebraska,378,341,417,39,35,45,25,21,31,313,279,349,338,303,376
34,Nevada,578,518,642,42,35,49,30,24,38,506,450,565,536,478,597
35,New Hampshire,220,195,247,22,19,25,11,9,13,187,164,213,198,174,225
36,New Jersey,"2,434","2,253","2,621",205,183,229,117,99,139,"2,111","1,940","2,289","2,229","2,054","2,409"
37,New Mexico,444,402,489,34,30,40,29,23,35,381,342,423,410,369,453
38,New York,"4,570","4,317","4,827",372,345,401,288,255,324,"3,910","3,671","4,157","4,198","3,951","4,448"
39,North Carolina,"2,546","2,369","2,727",216,193,241,173,148,201,"2,157","1,992","2,329","2,330","2,158","2,505"
40,North Dakota,143,129,157,15,13,16,11,9,13,118,105,131,128,115,142
41,Ohio,"2,411","2,254","2,572",232,212,253,128,110,149,"2,051","1,904","2,205","2,179","2,027","2,335"
42,Oklahoma,901,822,984,80,70,92,61,51,74,759,687,836,821,745,900
43,Oregon,596,525,673,50,42,58,33,26,42,513,447,586,546,478,621
44,Pennsylvania,"2,617","2,449","2,790",233,212,255,155,134,180,"2,230","2,072","2,395","2,385","2,220","2,553"
45,Rhode Island,191,170,213,16,14,19,13,10,16,162,143,182,175,155,196
46,South Carolina,"1,237","1,133","1,346",102,90,116,75,63,89,"1,060",963,"1,162","1,135","1,034","1,240"
47,South Dakota,186,169,204,19,16,21,12,10,14,156,140,173,168,152,185
48,Tennessee,"1,588","1,455","1,725",138,121,157,96,79,116,"1,353","1,232","1,481","1,449","1,323","1,581"
49,Texas,"7,872","7,553","8,189",731,679,785,536,484,592,"6,605","6,311","6,904","7,141","6,834","7,447"
50,Utah,690,636,747,110,98,123,64,52,77,517,470,566,581,531,633
51,Vermont,84,73,96,7,6,9,5,4,7,72,62,83,77,66,88
52,Virginia,"1,817","1,679","1,960",161,144,180,103,86,123,"1,553","1,425","1,689","1,656","1,524","1,794"
53,Washington,"1,154","1,015","1,304",101,86,118,74,59,92,979,852,"1,121","1,053",920,"1,197"
54,West Virginia,399,361,439,32,27,36,21,17,25,346,311,384,367,331,406
55,Wisconsin,"1,135","1,020","1,257",107,94,121,65,52,80,964,857,"1,078","1,029",918,"1,146"
56,Wyoming,121,109,133,12,10,13,9,8,11,100,89,111,109,98,121
