"Table 14. Cigarette Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2012 and 2013 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2012 and 2013.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
23,Kentucky,"1,098","1,003","1,198",32,27,39,189,171,207,877,786,973,"1,066",971,"1,165"
24,Louisiana,962,871,"1,059",30,24,37,180,161,199,753,668,844,932,842,"1,028"
25,Maine,265,238,294,7,6,8,43,39,48,215,190,243,258,232,287
26,Maryland,898,794,"1,013",23,18,29,177,156,199,699,601,808,875,772,989
27,Massachusetts,"1,046",928,"1,175",27,22,35,214,189,241,804,695,926,"1,018",902,"1,146"
28,Michigan,"2,107","1,997","2,222",58,51,65,379,358,401,"1,670","1,564","1,781","2,050","1,940","2,163"
29,Minnesota,964,861,"1,075",30,24,37,203,181,226,732,636,837,934,833,"1,044"
30,Mississippi,742,675,813,20,16,25,132,120,146,590,525,659,722,655,793
31,Missouri,"1,410","1,279","1,548",41,34,49,252,228,276,"1,117",994,"1,250","1,369","1,239","1,506"
32,Montana,207,187,229,6,5,7,40,36,44,162,143,183,202,182,223
33,Nebraska,333,298,372,10,8,12,63,56,71,260,227,297,323,288,362
34,Nevada,554,494,619,13,11,17,94,84,105,447,391,508,541,481,605
35,New Hampshire,228,203,254,7,6,9,47,42,52,173,151,199,220,196,247
36,New Jersey,"1,277","1,124","1,448",36,28,46,252,222,283,990,846,"1,152","1,241","1,089","1,410"
37,New Mexico,389,348,433,12,10,16,80,72,89,296,258,339,376,336,420
38,New York,"3,302","3,092","3,523",74,64,86,651,608,696,"2,577","2,375","2,792","3,228","3,020","3,447"
39,North Carolina,"1,855","1,663","2,062",47,38,59,332,296,371,"1,475","1,294","1,673","1,808","1,617","2,013"
40,North Dakota,147,133,161,4,3,5,34,30,37,109,96,123,143,129,157
41,Ohio,"2,556","2,428","2,688",68,60,77,434,409,459,"2,054","1,931","2,183","2,488","2,361","2,619"
42,Oklahoma,911,827,999,20,16,25,161,145,178,729,650,814,891,808,978
43,Oregon,699,625,780,18,14,23,121,106,136,561,491,637,681,608,761
44,Pennsylvania,"2,597","2,457","2,744",72,64,82,501,474,529,"2,024","1,890","2,165","2,525","2,386","2,670"
45,Rhode Island,184,164,206,5,4,6,40,36,45,140,121,160,180,160,201
46,South Carolina,"1,023",927,"1,125",26,21,32,185,166,206,811,721,908,996,902,"1,097"
47,South Dakota,177,161,194,5,4,6,34,30,37,138,123,154,172,156,189
48,Tennessee,"1,359","1,235","1,492",39,32,47,228,205,252,"1,093",974,"1,221","1,321","1,197","1,452"
49,Texas,"4,196","3,931","4,472",119,101,140,881,824,939,"3,196","2,945","3,464","4,077","3,815","4,351"
50,Utah,392,345,443,15,11,19,87,75,99,291,248,339,377,331,428
51,Vermont,116,105,128,4,3,4,26,23,28,87,76,98,113,101,125
52,Virginia,"1,531","1,375","1,699",38,30,48,284,251,319,"1,209","1,066","1,365","1,493","1,338","1,659"
53,Washington,"1,144","1,025","1,273",35,28,44,226,202,253,882,772,"1,003","1,108",991,"1,236"
54,West Virginia,480,439,524,12,10,14,73,66,80,396,357,438,468,428,511
55,Wisconsin,"1,066",958,"1,182",33,27,41,192,172,214,840,738,952,"1,032",925,"1,148"
56,Wyoming,121,110,132,4,3,5,24,21,26,93,83,104,117,106,128
