"Table 2. Marijuana Use in the Past Year, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2012 and 2013 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2012 and 2013.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
30,Mississippi,213,180,251,25,21,31,86,75,98,102,75,136,188,157,224
31,Missouri,581,501,673,65,54,78,210,187,233,307,241,388,516,440,604
32,Montana,134,116,153,12,10,14,38,34,42,84,69,102,122,105,141
33,Nebraska,152,130,176,19,16,23,58,51,64,75,58,96,133,113,155
34,Nevada,324,278,376,35,29,41,88,78,99,200,160,249,289,244,339
35,New Hampshire,175,155,197,18,16,21,62,56,67,95,77,116,156,137,178
36,New Jersey,759,644,892,85,71,102,274,244,306,400,305,522,674,565,801
37,New Mexico,257,222,297,31,26,36,73,65,81,153,122,191,226,192,265
38,New York,"2,342","2,171","2,525",213,193,235,762,718,808,"1,367","1,212","1,539","2,129","1,961","2,309"
39,North Carolina,877,745,"1,029",97,80,117,300,265,337,480,370,620,780,656,926
40,North Dakota,58,50,67,5,4,6,27,23,30,27,21,34,53,46,62
41,Ohio,"1,237","1,145","1,336",123,112,135,385,361,409,729,645,823,"1,114","1,024","1,212"
42,Oklahoma,310,263,365,32,26,39,115,102,130,163,124,213,278,233,331
43,Oregon,630,548,720,50,42,59,148,133,163,432,358,518,580,501,668
44,Pennsylvania,"1,223","1,133","1,321",125,113,139,458,432,486,640,559,732,"1,098","1,010","1,193"
45,Rhode Island,181,161,203,16,13,18,60,54,65,106,88,126,166,146,187
46,South Carolina,460,396,534,49,41,58,166,148,186,245,192,312,411,350,482
47,South Dakota,66,56,77,6,5,8,23,20,26,36,28,47,59,50,70
48,Tennessee,535,458,623,63,52,76,182,161,204,290,228,369,472,399,556
49,Texas,"1,972","1,816","2,142",259,231,289,742,691,795,972,840,"1,123","1,714","1,564","1,877"
50,Utah,196,166,231,27,22,34,75,65,87,93,70,123,169,141,201
51,Vermont,104,92,116,9,8,10,34,31,37,60,50,72,95,83,107
52,Virginia,839,729,963,88,74,103,291,258,325,460,368,573,751,646,871
53,Washington,"1,008",895,"1,132",87,75,102,277,253,303,643,542,761,921,811,"1,041"
54,West Virginia,159,137,185,15,12,18,50,44,57,94,75,118,145,123,170
55,Wisconsin,534,455,624,59,49,71,190,170,212,284,218,368,475,400,562
56,Wyoming,48,41,56,5,4,6,16,14,19,27,21,34,43,36,51
