"Table 1. Illicit Drug Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2012 and 2013 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Illicit Drugs include marijuana/hashish, cocaine (including crack), heroin, hallucinogens, inhalants, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2012 and 2013.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
25,Maine,130,110,153,11,9,13,34,30,38,86,68,107,119,100,142
26,Maryland,440,373,518,44,36,53,141,122,162,255,200,324,396,332,471
27,Massachusetts,658,568,760,52,43,63,223,197,250,384,308,475,606,519,706
28,Michigan,954,880,"1,034",92,82,102,264,246,283,598,531,674,862,790,940
29,Minnesota,343,284,411,33,26,42,106,90,124,203,157,263,309,254,375
30,Mississippi,176,147,211,19,16,24,59,51,69,97,74,127,157,129,190
31,Missouri,443,378,519,45,36,55,147,128,168,252,199,317,398,336,471
32,Montana,94,80,110,8,6,9,27,23,30,60,48,74,87,73,102
33,Nebraska,103,86,124,12,9,15,35,30,42,56,43,74,92,75,111
34,Nevada,247,208,293,23,18,28,62,53,72,163,130,204,225,187,269
35,New Hampshire,128,110,148,12,10,14,42,37,47,74,59,93,116,99,136
36,New Jersey,552,456,666,50,40,64,175,149,203,327,248,430,502,410,612
37,New Mexico,182,153,215,21,17,25,51,44,59,110,86,141,161,133,193
38,New York,"1,645","1,497","1,807",140,125,157,515,477,556,990,857,"1,140","1,505","1,360","1,664"
39,North Carolina,607,504,731,67,54,83,196,166,229,345,263,449,541,443,658
40,North Dakota,38,32,46,3,2,4,15,13,18,20,15,26,35,29,42
41,Ohio,939,861,"1,024",85,76,96,268,248,289,586,515,665,854,777,937
42,Oklahoma,240,199,289,23,18,29,79,67,92,138,105,180,217,178,264
43,Oregon,461,394,537,36,30,44,106,92,120,319,260,390,425,361,498
44,Pennsylvania,904,823,993,81,71,91,302,280,325,522,450,605,824,745,911
45,Rhode Island,141,123,162,12,10,14,42,37,47,88,72,106,130,112,150
46,South Carolina,347,293,409,37,31,45,111,95,128,199,156,252,309,258,369
47,South Dakota,42,34,52,4,3,5,13,10,15,25,19,34,38,30,47
48,Tennessee,386,322,461,42,33,52,122,105,142,222,171,288,345,284,416
49,Texas,"1,509","1,371","1,660",179,157,204,491,448,538,838,721,974,"1,329","1,199","1,474"
50,Utah,156,130,187,20,16,25,52,43,62,84,64,109,136,112,165
51,Vermont,69,59,79,6,5,7,22,19,25,41,33,50,63,54,73
52,Virginia,544,453,652,48,38,60,177,150,207,319,247,411,496,409,599
53,Washington,792,691,906,61,50,73,204,180,230,527,437,634,732,633,843
54,West Virginia,100,82,120,9,7,11,33,28,39,58,44,76,91,74,110
55,Wisconsin,401,334,480,42,34,52,126,108,146,233,179,301,359,295,434
56,Wyoming,32,26,38,3,3,4,10,8,12,18,14,24,28,23,34
