"Table 10. Binge Alcohol Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2012 and 2013 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Binge Alcohol Use is defined as drinking five or more drinks on the same occasion (i.e., at the same time or within a couple of hours of each other) on at least 1 day in the past 30 days.",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2012 and 2013.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
34,Nevada,574,510,643,15,12,18,107,96,118,452,393,518,559,495,628
35,New Hampshire,283,256,311,8,7,10,69,63,74,206,181,234,275,248,303
36,New Jersey,"1,608","1,429","1,802",51,41,63,362,328,398,"1,195","1,030","1,378","1,557","1,379","1,750"
37,New Mexico,417,372,465,12,9,14,88,79,97,317,275,363,405,360,453
38,New York,"4,104","3,859","4,360",110,96,125,924,876,972,"3,071","2,837","3,318","3,994","3,750","4,250"
39,North Carolina,"1,614","1,416","1,831",50,40,62,349,311,389,"1,215","1,032","1,421","1,563","1,367","1,780"
40,North Dakota,178,163,194,4,3,4,52,48,56,123,109,138,175,160,190
41,Ohio,"2,396","2,263","2,533",63,56,72,509,485,533,"1,823","1,697","1,957","2,332","2,201","2,469"
42,Oklahoma,725,644,814,18,14,22,163,147,179,545,469,629,708,626,796
43,Oregon,717,639,802,22,18,28,160,145,176,535,463,615,695,617,779
44,Pennsylvania,"2,695","2,549","2,847",65,58,74,612,584,641,"2,017","1,879","2,162","2,630","2,484","2,781"
45,Rhode Island,246,223,272,6,5,7,64,59,70,176,155,200,241,217,266
46,South Carolina,902,803,"1,009",23,19,29,202,182,222,677,585,779,879,780,986
47,South Dakota,181,164,199,4,3,5,42,39,46,134,119,151,177,160,195
48,Tennessee,911,799,"1,034",31,24,38,205,183,229,675,572,792,880,768,"1,003"
49,Texas,"4,710","4,456","4,974",147,127,169,"1,044",988,"1,102","3,519","3,277","3,774","4,563","4,311","4,826"
50,Utah,364,316,416,16,12,21,96,84,110,252,210,300,348,301,399
51,Vermont,115,102,128,4,3,5,33,30,36,78,66,91,111,98,124
52,Virginia,"1,502","1,342","1,675",39,31,48,367,330,404,"1,097",951,"1,257","1,463","1,304","1,635"
53,Washington,"1,200","1,072","1,338",36,29,45,286,259,313,878,759,"1,010","1,164","1,036","1,301"
54,West Virginia,306,272,344,10,8,12,70,63,76,226,194,262,296,262,333
55,Wisconsin,"1,439","1,299","1,587",32,26,40,292,268,316,"1,115",981,"1,258","1,407","1,267","1,554"
56,Wyoming,116,105,128,3,3,4,29,26,32,84,74,96,113,102,125
