"Table 21. Needing But Not Receiving Treatment for Illicit Drug Use in the Past Year, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2012 and 2013 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: Needing But Not Receiving Treatment refers to respondents classified as needing treatment for illicit drugs, but not receiving treatment for an illicit drug problem at a specialty facility (i.e., drug and alcohol rehabilitation facilities [inpatient or outpatient], hospitals [inpatient only], and mental health centers). Illicit Drugs include marijuana/hashish, cocaine (including crack), inhalants, hallucinogens, heroin, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2012 and 2013.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
20,Indiana,137,108,173,18,13,25,54,43,68,64,44,95,119,93,152
21,Iowa,50,38,66,6,4,9,21,17,28,23,14,36,44,33,59
22,Kansas,46,35,59,6,5,9,18,14,23,21,14,33,39,30,52
23,Kentucky,83,65,107,10,7,13,28,22,36,46,31,66,74,57,96
24,Louisiana,100,78,127,13,9,17,36,28,45,51,35,75,87,67,113
25,Maine,26,20,33,3,2,4,10,8,13,13,9,19,23,18,30
26,Maryland,115,90,146,14,10,19,45,35,57,56,38,83,101,78,130
27,Massachusetts,141,110,179,17,12,23,57,45,72,67,45,98,124,96,160
28,Michigan,215,185,249,31,26,36,71,61,82,113,89,145,184,156,217
29,Minnesota,90,70,117,11,8,15,31,24,40,48,32,72,79,60,104
30,Mississippi,62,47,80,8,6,11,20,15,25,34,23,51,54,40,71
31,Missouri,112,88,144,14,10,19,47,37,60,51,34,79,98,76,128
32,Montana,19,15,23,2,2,3,8,6,10,8,6,12,16,13,21
33,Nebraska,35,27,45,5,4,7,13,10,16,17,11,25,30,23,39
34,Nevada,54,42,69,8,6,11,20,16,26,26,17,39,46,35,60
35,New Hampshire,28,22,36,4,3,5,12,10,15,12,8,18,24,19,31
36,New Jersey,145,112,188,21,15,28,59,46,76,65,41,103,125,94,165
37,New Mexico,49,38,62,8,6,11,16,13,20,24,16,36,40,31,53
38,New York,423,363,492,51,42,62,164,141,189,208,159,272,371,315,438
39,North Carolina,244,189,314,31,22,42,89,70,113,123,83,184,213,162,279
40,North Dakota,13,10,17,1,1,2,6,4,7,7,4,10,12,9,16
41,Ohio,258,223,298,30,25,37,89,78,102,138,109,175,227,194,266
42,Oklahoma,59,44,78,7,5,10,25,19,33,26,16,43,51,38,69
43,Oregon,95,73,123,13,10,18,31,24,40,50,34,75,82,61,108
44,Pennsylvania,267,230,311,29,24,35,95,82,110,143,112,183,238,202,281
45,Rhode Island,27,21,34,3,2,4,11,8,13,13,9,19,24,18,30
46,South Carolina,99,78,125,13,10,17,35,27,45,51,36,74,86,67,111
47,South Dakota,13,10,17,2,1,2,5,4,6,6,4,10,11,8,15
48,Tennessee,122,96,155,15,11,21,46,36,57,61,42,89,107,83,137
49,Texas,432,366,510,79,64,97,165,141,193,188,138,255,353,292,426
50,Utah,57,45,71,10,7,13,24,18,30,24,16,35,47,37,60
51,Vermont,14,11,17,2,1,2,6,5,7,6,4,9,12,9,16
52,Virginia,161,127,203,20,15,27,64,50,82,76,52,111,140,109,180
53,Washington,150,117,192,20,15,26,53,42,67,78,53,113,131,100,170
54,West Virginia,39,30,50,4,3,5,12,10,16,23,16,32,35,27,45
55,Wisconsin,98,76,127,14,10,19,38,29,49,46,30,69,84,64,110
56,Wyoming,10,7,12,1,1,2,4,3,5,5,3,7,8,6,11
