"Table 9. Cigarette Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2014 and 2015 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2014 and 2015.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
13,Delaware,177,161,195,3,3,4,31,27,35,143,127,160,174,157,192
14,District of Columbia,113,102,125,1,1,1,22,19,26,90,80,101,112,101,124
15,Florida,"3,226","3,022","3,445",50,41,61,470,430,512,"2,707","2,505","2,921","3,176","2,973","3,393"
16,Georgia,"1,691","1,559","1,830",32,25,40,297,265,331,"1,363","1,240","1,493","1,659","1,529","1,797"
17,Hawaii,191,169,214,3,2,4,34,29,39,154,134,176,188,167,211
18,Idaho,237,212,263,7,6,10,42,36,48,188,165,212,230,206,255
19,Illinois,"2,195","2,050","2,348",45,37,55,400,364,437,"1,751","1,614","1,895","2,150","2,006","2,302"
20,Indiana,"1,418","1,298","1,545",36,29,46,261,232,292,"1,121","1,010","1,239","1,382","1,263","1,506"
21,Iowa,551,500,606,15,11,19,103,90,117,434,387,484,536,486,591
22,Kansas,447,403,495,11,9,15,81,71,93,355,315,398,436,393,482
23,Kentucky,"1,054",970,"1,142",26,21,33,176,158,195,851,773,934,"1,027",944,"1,114"
24,Louisiana,"1,007",918,"1,102",21,17,27,173,153,194,813,731,902,986,897,"1,080"
25,Maine,238,215,264,6,4,7,37,33,42,195,173,220,233,209,258
26,Maryland,954,856,"1,061",18,14,23,161,139,185,775,685,874,936,839,"1,042"
27,Massachusetts,966,860,"1,081",20,15,26,204,176,236,741,647,846,946,841,"1,060"
28,Michigan,"1,870","1,755","1,990",41,34,49,321,295,349,"1,508","1,400","1,622","1,829","1,716","1,948"
29,Minnesota,889,802,983,20,16,26,153,133,175,716,635,803,869,783,962
30,Mississippi,619,564,676,14,11,18,105,92,119,500,450,553,605,551,662
31,Missouri,"1,266","1,154","1,385",33,26,41,234,208,261,999,896,"1,110","1,233","1,123","1,350"
32,Montana,169,153,188,5,4,6,32,28,36,133,117,150,165,148,183
33,Nebraska,339,306,374,8,6,10,59,51,68,272,242,304,331,299,365
34,Nevada,507,455,563,10,7,13,79,69,91,417,369,470,497,445,552
35,New Hampshire,226,203,250,6,5,7,43,38,49,177,156,199,220,198,244
36,New Jersey,"1,258","1,139","1,387",25,19,31,221,196,248,"1,012",901,"1,134","1,233","1,116","1,361"
37,New Mexico,349,312,388,7,5,9,68,60,78,274,241,309,342,306,380
38,New York,"3,274","3,071","3,488",59,49,72,562,513,615,"2,653","2,458","2,859","3,215","3,013","3,427"
39,North Carolina,"1,750","1,610","1,899",34,27,42,312,281,345,"1,404","1,272","1,547","1,717","1,578","1,864"
40,North Dakota,147,135,159,4,3,5,32,29,36,111,100,122,143,131,155
41,Ohio,"2,455","2,311","2,606",55,46,66,414,382,448,"1,986","1,849","2,129","2,400","2,258","2,549"
42,Oklahoma,809,737,884,19,15,25,147,130,165,643,577,713,789,719,864
43,Oregon,611,548,679,15,12,20,112,98,127,483,425,548,595,533,663
44,Pennsylvania,"2,335","2,186","2,493",47,39,56,404,369,440,"1,885","1,741","2,037","2,288","2,140","2,444"
45,Rhode Island,173,154,194,3,3,4,35,30,41,135,118,153,170,151,191
46,South Carolina,946,864,"1,034",17,13,22,177,157,198,752,676,834,929,847,"1,016"
47,South Dakota,154,139,169,4,3,6,31,27,34,119,106,133,149,135,164
48,Tennessee,"1,247","1,131","1,372",27,21,34,213,187,242,"1,007",900,"1,122","1,220","1,105","1,343"
49,Texas,"4,196","3,948","4,452",92,77,111,805,740,874,"3,298","3,064","3,545","4,103","3,859","4,356"
50,Utah,313,274,355,10,7,14,64,52,79,239,205,277,304,265,345
51,Vermont,119,108,132,3,2,3,25,22,28,92,81,103,117,105,129
52,Virginia,"1,387","1,279","1,503",24,19,31,252,225,281,"1,111","1,010","1,219","1,363","1,255","1,477"
53,Washington,"1,038",926,"1,162",22,17,28,177,152,205,839,736,954,"1,016",905,"1,138"
54,West Virginia,467,429,507,11,9,13,76,68,84,380,345,418,456,419,495
55,Wisconsin,998,901,"1,102",26,21,33,182,159,207,789,701,886,971,876,"1,074"
56,Wyoming,117,106,128,3,3,4,20,17,22,93,83,104,113,103,124
