"Table 6. Alcohol Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2014 and 2015 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2014 and 2015.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
20,Indiana,"2,761","2,611","2,911",54,44,66,444,415,472,"2,263","2,120","2,404","2,707","2,557","2,854"
21,Iowa,"1,451","1,378","1,522",25,20,30,237,223,250,"1,189","1,120","1,256","1,426","1,354","1,496"
22,Kansas,"1,241","1,176","1,306",25,20,30,195,182,208,"1,021",960,"1,081","1,216","1,152","1,280"
23,Kentucky,"1,560","1,457","1,666",28,22,35,240,221,259,"1,293","1,194","1,393","1,532","1,429","1,637"
24,Louisiana,"1,906","1,799","2,012",40,33,48,297,278,317,"1,569","1,468","1,668","1,866","1,760","1,971"
25,Maine,696,662,728,12,10,14,84,78,88,601,568,632,684,651,716
26,Maryland,"2,921","2,785","3,055",55,45,66,392,366,416,"2,474","2,345","2,599","2,866","2,731","2,998"
27,Massachusetts,"3,357","3,197","3,513",60,49,72,545,515,574,"2,752","2,600","2,899","3,297","3,138","3,451"
28,Michigan,"4,517","4,366","4,667",84,73,97,677,649,705,"3,756","3,612","3,898","4,433","4,283","4,581"
29,Minnesota,"2,709","2,588","2,827",46,38,55,375,353,397,"2,288","2,171","2,400","2,663","2,543","2,779"
30,Mississippi,965,897,"1,035",21,17,26,158,145,172,785,720,851,943,875,"1,013"
31,Missouri,"2,562","2,417","2,707",46,38,56,390,364,415,"2,127","1,989","2,263","2,516","2,371","2,659"
32,Montana,499,474,524,7,6,9,69,64,73,423,399,447,492,467,517
33,Nebraska,886,843,928,13,11,17,133,124,141,739,699,779,872,830,914
34,Nevada,"1,259","1,188","1,329",30,25,37,164,152,176,"1,065",997,"1,131","1,229","1,158","1,297"
35,New Hampshire,729,698,760,13,11,15,98,93,103,618,588,647,716,685,747
36,New Jersey,"4,271","4,094","4,446",97,82,114,570,540,598,"3,605","3,432","3,773","4,175","3,998","4,347"
37,New Mexico,807,758,856,16,13,19,127,117,136,665,618,711,791,743,840
38,New York,"9,144","8,880","9,407",179,158,203,"1,371","1,317","1,423","7,594","7,339","7,846","8,965","8,701","9,225"
39,North Carolina,"3,790","3,602","3,979",64,53,77,593,557,628,"3,134","2,953","3,315","3,726","3,539","3,914"
40,North Dakota,360,344,376,6,5,8,73,69,76,281,266,296,354,338,369
41,Ohio,"5,109","4,940","5,277",95,82,109,752,718,785,"4,262","4,101","4,421","5,014","4,846","5,180"
42,Oklahoma,"1,460","1,368","1,553",32,26,39,249,231,266,"1,179","1,093","1,266","1,428","1,336","1,519"
43,Oregon,"1,997","1,902","2,089",34,28,41,261,245,277,"1,701","1,612","1,787","1,962","1,868","2,053"
44,Pennsylvania,"6,130","5,929","6,329",106,92,122,873,835,909,"5,152","4,959","5,341","6,024","5,824","6,221"
45,Rhode Island,536,510,562,10,8,12,84,79,90,442,417,466,526,500,552
46,South Carolina,"1,865","1,756","1,976",32,27,39,305,283,325,"1,528","1,423","1,634","1,833","1,724","1,942"
47,South Dakota,403,383,421,7,6,8,63,59,66,333,315,351,396,377,414
48,Tennessee,"2,382","2,225","2,542",41,33,51,359,331,388,"1,981","1,833","2,131","2,340","2,184","2,498"
49,Texas,"10,499","10,177","10,823",235,207,267,"1,678","1,604","1,750","8,587","8,281","8,891","10,264","9,944","10,583"
50,Utah,728,672,787,16,11,21,132,116,148,581,529,634,713,657,770
51,Vermont,330,314,345,6,5,7,52,49,55,271,256,286,324,308,339
52,Virginia,"3,572","3,421","3,721",67,56,79,544,513,574,"2,961","2,817","3,103","3,505","3,355","3,654"
53,Washington,"3,395","3,224","3,563",57,46,69,436,406,465,"2,903","2,740","3,059","3,338","3,169","3,503"
54,West Virginia,648,601,696,13,10,16,106,98,114,529,484,575,635,588,682
55,Wisconsin,"2,923","2,787","3,055",50,41,61,414,389,437,"2,459","2,330","2,582","2,872","2,737","3,002"
56,Wyoming,261,247,276,5,4,6,39,36,42,217,203,231,257,242,271
